調査年,標準地域コード,町丁字コード,都道府県名,市区町村名,行政区名,大字・町名,字・丁目名,最小年齢,最大年齢,人口,男性人口,女性人口,備考
2013,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",70,70,893,458,435,""
2013,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",71,71,852,420,432,""
2013,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",72,72,763,366,397,""
2013,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",73,73,709,321,388,""
2013,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",74,74,614,278,336,""
2013,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",75,75,648,282,366,""
2013,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",76,76,622,289,333,""
2013,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",77,77,711,305,406,""
2013,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",78,78,601,238,363,""
2013,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",79,79,570,241,329,""
2013,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",80,80,558,262,296,""
2013,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",81,81,507,211,296,""
2013,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",82,82,524,229,295,""
2013,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",83,83,422,172,250,""
2013,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",84,84,460,180,280,""
2013,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",85,85,402,157,245,""
2013,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",86,86,405,139,266,""
2013,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",87,87,350,130,220,""
2013,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",88,88,302,78,224,""
2013,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",89,89,271,77,194,""
2013,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",90,"",1042,204,838,""
2013,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","","","",106,74,32,""
2014,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",0,0,578,304,274,""
2014,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",1,1,641,336,305,""
2014,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",2,2,669,329,340,""
2014,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",3,3,722,372,350,""
2014,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",4,4,652,336,316,""
2014,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",5,5,688,361,327,""
2014,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",6,6,688,320,368,""
2014,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",7,7,698,367,331,""
2014,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",8,8,716,361,355,""
2014,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",9,9,699,370,329,""
2014,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",10,10,712,361,351,""
2014,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",11,11,740,370,370,""
2014,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",12,12,733,361,372,""
2014,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",13,13,733,367,366,""
2014,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",14,14,771,388,383,""
2014,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",15,15,756,393,363,""
2014,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",16,16,687,383,304,""
2014,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",17,17,712,353,359,""
2014,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",18,18,712,342,370,""
2014,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",19,19,696,361,335,""
2014,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",20,20,707,357,350,""
2014,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",21,21,664,366,298,""
2014,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",22,22,605,315,290,""
2014,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",23,23,443,232,211,""
2014,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",24,24,393,190,203,""
2014,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",25,25,426,190,236,""
2014,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",26,26,555,283,272,""
2014,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",27,27,600,296,304,""
2014,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",28,28,640,322,318,""
2014,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",29,29,773,364,409,""
2014,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",30,30,765,401,364,""
2014,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",31,31,785,391,394,""
2014,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",32,32,797,405,392,""
2014,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",33,33,781,384,397,""
2014,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",34,34,836,394,442,""
2014,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",35,35,843,425,418,""
2014,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",36,36,903,484,419,""
2014,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",37,37,942,471,471,""
2014,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",38,38,989,474,515,""
2014,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",39,39,1085,551,534,""
2014,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",40,40,1086,559,527,""
2014,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",41,41,1087,560,527,""
2014,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",42,42,1103,549,554,""
2014,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",43,43,997,521,476,""
2014,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",44,44,979,480,499,""
2014,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",45,45,893,455,438,""
2014,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",46,46,921,483,438,""
2014,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",47,47,928,449,479,""
2014,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",48,48,592,291,301,""
2014,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",49,49,848,421,427,""
2014,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",50,50,791,400,391,""
2014,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",51,51,817,383,434,""
2014,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",52,52,785,378,407,""
2014,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",53,53,768,382,386,""
2014,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",54,54,756,372,384,""
2014,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",55,55,795,391,404,""
2014,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",56,56,742,342,400,""
2014,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",57,57,726,367,359,""
2014,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",58,58,778,394,384,""
2014,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",59,59,885,411,474,""
2014,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",60,60,756,389,367,""
2014,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",61,61,853,389,464,""
2014,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",62,62,846,399,447,""
2014,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",63,63,1016,489,527,""
2014,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",64,64,1100,521,579,""
2014,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",65,65,1257,592,665,""
2014,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",66,66,1251,590,661,""
2014,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",67,67,1043,505,538,""
2014,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",68,68,591,287,304,""
2014,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",69,69,654,332,322,""
2014,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",70,70,814,413,401,""
2014,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",71,71,888,454,434,""
2014,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",72,72,840,411,429,""
2014,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",73,73,759,363,396,""
2014,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",74,74,696,312,384,""
2014,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",75,75,592,264,328,""
2014,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",76,76,630,270,360,""
2014,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",77,77,607,278,329,""
2014,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",78,78,688,290,398,""
2014,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",79,79,584,228,356,""
2014,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",80,80,556,234,322,""
2014,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",81,81,538,249,289,""
2014,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",82,82,480,191,289,""
2014,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",83,83,506,220,286,""
2014,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",84,84,399,157,242,""
2014,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",85,85,436,165,271,""
2014,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",86,86,380,143,237,""
2014,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",87,87,374,127,247,""
2014,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",88,88,318,116,202,""
2014,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",89,89,282,70,212,""
2014,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",90,"",1121,235,886,""
2014,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","","","",106,74,32,""
2015,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",0,0,595,320,275,""
2015,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",1,1,616,313,303,""
2015,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",2,2,658,333,325,""
2015,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",3,3,663,329,334,""
2015,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",4,4,724,372,352,""
2015,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",5,5,682,353,329,""
2015,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",6,6,698,364,334,""
2015,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",7,7,695,334,361,""
2015,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",8,8,693,363,330,""
2015,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",9,9,717,378,339,""
2015,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",10,10,707,363,344,""
2015,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",11,11,732,355,377,""
2015,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",12,12,723,366,357,""
2015,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",13,13,769,376,393,""
2015,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",14,14,747,372,375,""
2015,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",15,15,768,386,382,""
2015,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",16,16,736,397,339,""
2015,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",17,17,700,380,320,""
2015,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",18,18,686,331,355,""
2015,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",19,19,714,353,361,""
2015,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",20,20,656,339,317,""
2015,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",21,21,639,308,331,""
2015,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",22,22,617,330,287,""
2015,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",23,23,607,302,305,""
2015,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",24,24,578,296,282,""
2015,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",25,25,602,302,300,""
2015,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",26,26,659,331,328,""
2015,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",27,27,700,360,340,""
2015,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",28,28,738,371,367,""
2015,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",29,29,733,372,361,""
2015,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",30,30,819,416,403,""
2015,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",31,31,818,416,402,""
2015,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",32,32,804,407,397,""
2015,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",33,33,847,438,409,""
2015,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",34,34,800,413,387,""
2015,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",35,35,866,407,459,""
2015,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",36,36,923,483,440,""
2015,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",37,37,933,489,444,""
2015,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",38,38,981,479,502,""
2015,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",39,39,1025,524,501,""
2015,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",40,40,1117,576,541,""
2015,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",41,41,1095,552,543,""
2015,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",42,42,1142,594,548,""
2015,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",43,43,1094,539,555,""
2015,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",44,44,975,520,455,""
2015,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",45,45,973,478,495,""
2015,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",46,46,909,462,447,""
2015,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",47,47,969,509,460,""
2015,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",48,48,828,403,425,""
2015,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",49,49,695,349,346,""
2015,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",50,50,831,421,410,""
2015,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",51,51,819,416,403,""
2015,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",52,52,808,390,418,""
2015,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",53,53,787,361,426,""
2015,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",54,54,787,401,386,""
2015,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",55,55,750,374,376,""
2015,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",56,56,813,388,425,""
2015,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",57,57,758,363,395,""
2015,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",58,58,738,374,364,""
